listing_id,date
1224263,2016-05-11
1224263,2016-05-21
1224263,2016-05-24
1224263,2016-05-28
1224263,2016-06-02
1224263,2016-06-10
1224263,2016-06-18
1224263,2016-06-23
1224263,2016-06-30
1224263,2016-07-06
1224263,2016-07-10
1224263,2016-08-26
1224263,2016-09-16
1224263,2016-10-05
1224263,2016-10-09
1224263,2016-10-17
1224263,2016-12-27
1224263,2017-01-02
1224263,2017-01-18
1224263,2017-02-13
1224263,2017-02-20
1224263,2017-03-01
1224263,2017-03-17
1224263,2017-04-03
1224263,2017-04-06
1224263,2017-04-14
1224263,2017-04-17
1224263,2017-04-24
4929237,2015-04-07
4929237,2015-04-19
4929237,2015-05-02
4929237,2015-05-09
4929237,2015-05-12
4929237,2015-05-17
4929237,2015-05-24
4929237,2015-06-13
4929237,2015-06-16
4929237,2015-06-22
4929237,2015-06-27
4929237,2015-06-29
4929237,2015-07-05
4929237,2015-07-07
4929237,2015-07-11
4929237,2015-07-18
4929237,2015-07-24
4929237,2015-07-26
4929237,2015-08-05
4929237,2015-08-10
4929237,2015-08-24
4929237,2015-09-01
4929237,2015-09-06
4929237,2015-09-12
4929237,2015-09-14
4929237,2015-09-22
4929237,2015-09-24
4929237,2015-09-27
4929237,2015-09-30
4929237,2015-10-07
4929237,2015-10-11
4929237,2015-10-18
4929237,2015-10-24
4929237,2015-10-26
4929237,2016-01-01
4929237,2016-03-30
4929237,2016-04-09
4929237,2016-04-17
4929237,2016-05-01
4929237,2016-05-07
4929237,2016-05-16
4929237,2016-05-21
4929237,2016-05-27
4929237,2016-05-31
4929237,2016-06-09
4929237,2016-06-13
4929237,2016-06-16
4929237,2016-06-26
4929237,2016-07-18
4929237,2016-07-22
4929237,2016-07-26
4929237,2016-08-06
4929237,2016-08-27
4929237,2016-09-09
4929237,2016-09-18
4929237,2016-09-25
4929237,2016-10-02
4929237,2016-10-10
4929237,2016-10-24
4929237,2016-11-06
4929237,2017-04-05
4929237,2017-04-09
4929237,2017-04-13
4929237,2017-04-16
4929237,2017-04-29
6409158,2015-06-10
6409158,2015-06-16
6409158,2015-07-22
6409158,2015-09-22
6409158,2015-09-27
6409158,2015-10-06
6409158,2015-10-12
6409158,2015-10-20
6409158,2015-10-26
6409158,2016-03-30
6409158,2016-05-02
6409158,2016-05-23
6409158,2016-06-05
6409158,2016-07-17
6409158,2016-09-02
6409158,2016-10-19
6409158,2016-10-25
6365705,2015-10-03
9285934,2015-12-03
9285934,2016-01-01
9285934,2016-02-01
9285934,2016-02-15
9285934,2016-02-18
9285934,2016-02-27
9285934,2016-03-22
9285934,2016-03-25
9285934,2016-04-02
9285934,2016-05-08
9285934,2016-06-16
9285934,2016-06-28
9285934,2016-07-02
9285934,2016-07-03
9285934,2016-07-18
9285934,2016-07-20
9285934,2016-07-23
9285934,2016-08-15
9285934,2016-08-23
9285934,2016-09-10
9285934,2016-09-25
9285934,2016-10-30
9285934,2016-11-01
9285934,2016-11-14
9285934,2016-11-29
9285934,2016-12-18
9285934,2017-02-27
14817433,2016-10-24
14817433,2017-05-01
2924501,2014-06-12
2924501,2014-07-20
2924501,2014-07-30
2924501,2014-08-03
2924501,2014-08-16
2924501,2014-09-11
2924501,2014-09-14
2924501,2014-09-20
2924501,2014-09-22
2924501,2014-09-25
2924501,2014-09-27
2924501,2014-10-05
2924501,2014-10-07
2924501,2014-10-11
2924501,2014-10-17
2924501,2014-10-20
2924501,2014-10-22
2924501,2014-10-26
2924501,2014-10-31
2924501,2014-11-03
2924501,2014-11-19
2924501,2014-12-01
2924501,2015-01-03
2924501,2015-01-05
2924501,2015-01-09
2924501,2015-02-10
2924501,2015-02-17
2924501,2015-03-02
2924501,2015-03-29
2924501,2015-04-03
2924501,2015-04-07
2924501,2015-04-09
2924501,2015-04-11
2924501,2015-04-13
2924501,2015-04-17
2924501,2015-04-20
2924501,2015-04-22
2924501,2015-04-26
2924501,2015-04-30
2924501,2015-05-02
2924501,2015-05-06
2924501,2015-05-13
2924501,2015-05-17
2924501,2015-05-19
2924501,2015-05-21
2924501,2015-05-25
2924501,2015-05-26
2924501,2015-05-28
2924501,2015-05-30
2924501,2015-06-01
2924501,2015-06-04
2924501,2015-06-07
2924501,2015-06-09
2924501,2015-06-13
2924501,2015-06-16
2924501,2015-06-18
2924501,2015-06-21
2924501,2015-06-22
2924501,2015-06-25
2924501,2015-06-27
2924501,2015-06-28
2924501,2015-07-04
2924501,2015-07-07
2924501,2015-07-09
2924501,2015-07-12
2924501,2015-07-14
2924501,2015-07-16
2924501,2015-07-18
2924501,2015-07-20
2924501,2015-07-24
2924501,2015-07-29
2924501,2015-07-31
2924501,2015-08-07
2924501,2015-08-09
2924501,2015-08-12
2924501,2015-08-14
2924501,2015-08-20
2924501,2015-08-24
2924501,2015-09-04
2924501,2015-09-06
2924501,2015-09-15
2924501,2015-09-17
2924501,2015-09-21
2924501,2015-09-22
2924501,2015-09-24
2924501,2015-10-05
2924501,2015-10-07
2924501,2015-10-19
2924501,2015-10-24
2924501,2015-10-25
2924501,2015-10-31
2924501,2015-11-27
2924501,2015-12-01
2924501,2015-12-07
2924501,2016-01-01
2924501,2016-01-06
2924501,2016-02-04
2924501,2016-02-09
2924501,2016-02-16
2924501,2016-02-20
2924501,2016-02-29
2924501,2016-03-27
2924501,2016-03-29
2924501,2016-04-11
2924501,2016-04-22
2924501,2016-04-30
2924501,2016-05-02
2924501,2016-05-05
2924501,2016-05-17
2924501,2016-05-19
2924501,2016-05-21
2924501,2016-05-26
2924501,2016-05-31
2924501,2016-06-03
2924501,2016-06-06
2924501,2016-06-13
2924501,2016-06-26
2924501,2016-06-29
2924501,2016-07-03
2924501,2016-07-06
2924501,2016-07-12
2924501,2016-07-20
2924501,2016-07-25
2924501,2016-07-31
2924501,2016-08-07
2924501,2016-08-13
2924501,2016-08-17
2924501,2016-08-21
2924501,2016-08-27
2924501,2016-09-03
2924501,2016-09-05
2924501,2016-09-15
2924501,2016-09-17
2924501,2016-09-19
2924501,2016-09-27
2924501,2016-09-30
2924501,2016-10-05
2924501,2016-10-07
2924501,2016-10-10
2924501,2016-10-12
2924501,2016-10-21
2924501,2016-10-23
2924501,2016-10-30
2924501,2017-01-02
2924501,2017-01-07
2924501,2017-01-22
2924501,2017-02-26
2924501,2017-03-10
2924501,2017-04-14
2924501,2017-04-19
2924501,2017-04-21
2924501,2017-04-24
2924501,2017-05-02
11938988,2016-03-28
11938988,2016-04-10
11938988,2016-04-24
11938988,2016-04-25
11938988,2016-05-29
11938988,2016-06-27
11938988,2016-08-08
11938988,2016-08-27
11938988,2016-09-11
11938988,2016-09-17
11938988,2016-09-26
11938988,2016-10-03
11938988,2016-10-06
11938988,2016-10-15
11938988,2017-01-01
11938988,2017-01-03
6063820,2015-04-27
6063820,2015-05-01
6063820,2015-05-03
6063820,2015-05-07
6063820,2015-05-08
6063820,2015-05-15
6063820,2015-05-17
6063820,2015-05-19
6063820,2015-05-21
6063820,2015-05-25
6063820,2015-05-28
6063820,2015-06-01
6063820,2015-06-03
6063820,2015-06-06
6063820,2015-06-08
6063820,2015-06-13
6063820,2015-06-14
6063820,2015-06-16
6063820,2015-06-18
6063820,2015-06-20
6063820,2015-06-22
6063820,2015-06-25
6063820,2015-06-26
6063820,2015-06-28
6063820,2015-06-30
6063820,2015-07-03
6063820,2015-07-09
6063820,2015-07-13
6063820,2015-07-17
6063820,2015-07-19
6063820,2015-07-23
6063820,2015-07-23
6063820,2015-07-31
6063820,2015-08-07
6063820,2015-08-10
6063820,2015-08-12
6063820,2015-08-17
6063820,2015-08-19
6063820,2015-08-22
6063820,2015-08-29
6063820,2015-09-13
6063820,2015-09-15
6063820,2015-09-18
6063820,2015-09-22
6063820,2015-09-29
6063820,2015-10-05
6063820,2015-10-11
6063820,2015-10-14
6063820,2015-10-16
6063820,2015-10-18
6063820,2015-10-20
6063820,2015-10-22
6063820,2015-10-25
6063820,2015-10-27
6063820,2015-12-14
6063820,2015-12-17
6063820,2015-12-30
6063820,2016-01-01
6063820,2016-01-05
6063820,2016-01-11
6063820,2016-01-24
6063820,2016-01-31
6063820,2016-02-02
6063820,2016-02-06
6063820,2016-02-11
6063820,2016-02-13
6063820,2016-02-18
6063820,2016-02-24
6063820,2016-03-01
6063820,2016-03-04
6063820,2016-03-06
6063820,2016-03-10
6063820,2016-03-17
6063820,2016-03-20
6063820,2016-03-25
6063820,2016-03-30
6063820,2016-04-01
6063820,2016-04-08
6063820,2016-04-09
6063820,2016-04-21
6063820,2016-04-30
6063820,2016-05-02
6063820,2016-05-07
6063820,2016-05-15
6063820,2016-05-18
6063820,2016-05-27
6063820,2016-05-30
6063820,2016-06-02
6063820,2016-06-07
6063820,2016-06-16
6063820,2016-06-28
6063820,2016-07-03
6063820,2016-07-12
6063820,2016-07-14
6063820,2016-07-21
6063820,2016-07-23
6063820,2016-07-25
6063820,2016-07-26
6063820,2016-07-30
6063820,2016-08-03
6063820,2016-08-08
6063820,2016-08-21
6063820,2016-08-25
6063820,2016-08-27
6063820,2016-09-03
6063820,2016-09-05
6063820,2016-09-09
6063820,2016-09-12
6063820,2016-09-14
6063820,2016-09-15
6063820,2016-09-17
6063820,2016-09-19
6063820,2016-09-22
6063820,2016-10-01
6063820,2016-10-04
6063820,2016-10-06
6063820,2016-10-08
6063820,2016-10-15
6063820,2016-10-18
6063820,2016-10-24
6063820,2016-10-25
6063820,2016-10-27
6063820,2016-10-30
6063820,2016-11-03
6063820,2016-11-06
6063820,2016-11-08
6063820,2016-11-12
6063820,2016-11-29
6063820,2016-12-04
6063820,2016-12-21
6063820,2017-01-23
6063820,2017-01-28
6063820,2017-01-30
6063820,2017-02-03
6063820,2017-02-09
6063820,2017-02-11
6063820,2017-02-24
6063820,2017-02-28
6063820,2017-03-02
6063820,2017-03-06
6063820,2017-03-09
6063820,2017-03-16
6063820,2017-03-20
6063820,2017-03-24
6063820,2017-03-30
6063820,2017-04-01
6063820,2017-04-07
6063820,2017-04-12
6063820,2017-04-14
6063820,2017-04-17
6063820,2017-04-21
6063820,2017-04-24
6063820,2017-04-27
6063820,2017-04-30
6063820,2017-05-03
6063820,2017-05-05
6063820,2017-05-07
723983,2013-06-03
723983,2014-07-10
723983,2015-01-03
723983,2015-04-04
723983,2015-04-22
723983,2015-04-25
723983,2015-05-16
723983,2015-05-23
723983,2015-06-14
723983,2015-06-26
723983,2015-07-17
723983,2015-09-16
723983,2015-09-30
723983,2015-10-18
723983,2016-02-09
723983,2016-03-29
723983,2016-04-01
723983,2016-04-05
723983,2016-04-20
723983,2016-04-24
723983,2016-05-16
723983,2016-05-20
723983,2016-05-27
723983,2016-06-02
723983,2016-06-04
723983,2016-06-08
723983,2016-06-12
723983,2016-06-15
723983,2016-06-20
723983,2016-06-27
723983,2016-07-17
723983,2016-08-07
723983,2016-09-08
723983,2016-09-19
723983,2016-10-06
723983,2016-10-17
17974999,2017-04-09
17974999,2017-04-11
17974999,2017-04-24
17974999,2017-05-01
17974999,2017-05-03
17974999,2017-05-06
12898834,2016-05-30
12898834,2016-06-13
12898834,2016-07-14
12898834,2016-07-22
12898834,2016-07-30
12898834,2016-08-07
12898834,2016-08-18
12898834,2016-09-05
12898834,2016-09-08
12898834,2016-09-14
12898834,2016-09-20
12898834,2016-10-01
12898834,2016-10-07
12898834,2016-10-16
12898834,2016-10-22
12898834,2016-10-29
12898834,2016-11-02
12898834,2017-03-06
12898834,2017-04-09
12898834,2017-04-20
12898834,2017-04-24
7453436,2015-09-09
7453436,2015-09-17
7453436,2015-09-24
7453436,2015-09-28
7453436,2015-10-08
7453436,2015-10-25
7453436,2016-02-01
7453436,2016-02-07
7453436,2016-03-30
7453436,2016-04-17
7453436,2016-04-20
7453436,2016-04-26
7453436,2016-05-01
7453436,2016-05-02
7453436,2016-05-06
7453436,2016-06-03
7453436,2016-06-14
7453436,2016-06-22
7453436,2016-06-27
7453436,2016-07-03
7453436,2016-09-09
7453436,2016-09-11
7453436,2016-09-27
7453436,2016-10-16
7453436,2016-11-01
7453436,2017-02-26
7453436,2017-03-26
7453436,2017-04-09
7453436,2017-04-16
7453436,2017-04-17
7453436,2017-04-20
9489068,2015-12-27
9102149,2016-01-20
9102149,2016-08-13
9102149,2016-10-08
9102149,2016-11-21
9102149,2016-12-28
9102149,2017-01-09
9102149,2017-01-26
17250746,2017-04-17
17250746,2017-04-25
17250746,2017-05-01
500822,2012-06-03
500822,2012-06-13
500822,2012-06-21
500822,2012-06-24
500822,2012-06-28
500822,2012-06-29
500822,2012-06-30
500822,2012-07-01
500822,2012-07-05
500822,2012-07-10
500822,2012-07-13
500822,2012-07-16
500822,2012-07-17
500822,2012-07-18
500822,2012-07-19
500822,2012-07-24
500822,2012-07-31
500822,2012-08-01
500822,2012-08-03
500822,2012-08-07
500822,2012-08-09
500822,2012-08-12
500822,2012-08-14
500822,2012-08-15
500822,2012-08-16
500822,2012-08-17
500822,2012-08-20
500822,2012-08-22
500822,2012-08-24
500822,2012-08-25
500822,2012-08-27
500822,2012-08-28
500822,2012-08-29
500822,2012-08-30
500822,2012-09-01
500822,2012-09-07
500822,2012-09-08
500822,2012-09-09
500822,2012-09-12
500822,2012-09-14
500822,2012-09-16
500822,2012-09-17
500822,2012-09-19
500822,2012-09-22
500822,2012-09-26
500822,2012-10-03
500822,2012-10-07
500822,2012-10-08
500822,2012-10-10
500822,2012-10-11
500822,2012-10-12
500822,2012-10-14
500822,2012-10-17
500822,2012-10-24
500822,2012-10-27
500822,2012-10-28
500822,2012-10-31
500822,2012-11-01
500822,2012-11-03
500822,2012-11-07
500822,2012-11-10
500822,2012-12-17
500822,2012-12-21
500822,2012-12-26
500822,2012-12-31
500822,2013-01-12
500822,2013-01-14
500822,2013-02-08
500822,2013-02-09
500822,2013-02-11
500822,2013-02-19
500822,2013-02-20
500822,2013-02-26
500822,2013-03-01
500822,2013-03-04
500822,2013-03-12
500822,2013-03-16
500822,2013-03-23
500822,2013-03-25
500822,2013-03-29
500822,2013-03-31
500822,2013-04-02
500822,2013-04-04
500822,2013-04-07
500822,2013-04-08
500822,2013-04-10
500822,2013-04-13
500822,2013-04-18
500822,2013-04-21
500822,2013-04-23
500822,2013-04-26
500822,2013-04-30
500822,2013-05-02
500822,2013-05-05
500822,2013-05-06
500822,2013-05-07
500822,2013-05-09
500822,2013-05-11
500822,2013-05-15
500822,2013-05-17
500822,2013-05-18
500822,2013-05-21
500822,2013-05-24
500822,2013-05-26
500822,2013-05-27
500822,2013-05-31
500822,2013-06-01
500822,2013-06-05
500822,2013-06-08
500822,2013-06-09
500822,2013-06-11
500822,2013-06-14
500822,2013-06-23
500822,2013-06-25
500822,2013-06-27
500822,2013-06-29
500822,2013-07-03
500822,2013-07-07
500822,2013-07-11
500822,2013-07-12
500822,2013-07-14
500822,2013-07-16
500822,2013-07-22
500822,2013-07-23
500822,2013-07-25
500822,2013-07-28
500822,2013-07-30
500822,2013-08-01
500822,2013-08-03
500822,2013-08-05
500822,2013-08-07
500822,2013-08-11
500822,2013-08-15
500822,2013-08-18
500822,2013-08-20
500822,2013-08-25
500822,2013-08-29
500822,2013-09-01
500822,2013-09-07
500822,2013-09-10
500822,2013-09-13
500822,2013-09-13
500822,2013-09-14
500822,2013-09-16
500822,2013-09-19
500822,2013-09-28
500822,2013-10-06
500822,2013-10-07
500822,2013-10-11
500822,2013-10-12
500822,2013-10-15
500822,2013-10-17
500822,2013-10-20
500822,2013-10-21
500822,2013-10-22
500822,2013-10-28
500822,2013-10-30
500822,2013-10-31
500822,2013-11-03
500822,2013-11-09
500822,2013-11-15
500822,2013-11-23
500822,2013-12-04
500822,2013-12-08
500822,2013-12-17
500822,2013-12-24
500822,2013-12-28
500822,2014-01-05
500822,2014-01-06
500822,2014-01-27
500822,2014-02-02
500822,2014-02-03
500822,2014-02-17
500822,2014-02-21
500822,2014-03-12
500822,2014-03-17
500822,2014-03-25
500822,2014-03-29
500822,2014-03-31
500822,2014-04-03
500822,2014-04-11
500822,2014-04-12
500822,2014-04-14
500822,2014-04-16
500822,2014-04-22
500822,2014-04-23
500822,2014-04-24
500822,2014-04-27
500822,2014-05-01
500822,2014-05-03
500822,2014-05-05
500822,2014-05-10
500822,2014-05-12
500822,2014-05-15
500822,2014-05-17
500822,2014-05-18
500822,2014-05-19
500822,2014-05-22
500822,2014-05-26
500822,2014-05-31
500822,2014-06-08
500822,2014-06-09
500822,2014-06-12
500822,2014-06-14
500822,2014-06-18
500822,2014-06-20
500822,2014-06-22
500822,2014-06-27
500822,2014-07-03
500822,2014-07-04
500822,2014-07-07
500822,2014-07-09
500822,2014-07-12
500822,2014-07-15
500822,2014-07-17
500822,2014-07-22
500822,2014-07-23
500822,2014-07-25
500822,2014-07-28
500822,2014-08-05
500822,2014-08-08
500822,2014-08-09
500822,2014-08-11
500822,2014-08-13
500822,2014-08-14
500822,2014-08-16
500822,2014-08-25
500822,2014-08-27
500822,2014-08-28
500822,2014-08-31
500822,2014-09-03
500822,2014-09-05
500822,2014-09-10
500822,2014-09-14
500822,2014-09-16
500822,2014-09-18
500822,2014-09-19
500822,2014-09-20
500822,2014-09-22
500822,2014-09-23
500822,2014-09-24
500822,2014-09-25
500822,2014-09-26
500822,2014-09-27
500822,2014-09-29
500822,2014-10-01
500822,2014-10-02
500822,2014-10-05
500822,2014-10-06
500822,2014-10-11
500822,2014-10-12
500822,2014-10-14
500822,2014-10-16
500822,2014-10-18
500822,2014-10-21
500822,2014-10-30
500822,2014-11-06
500822,2014-11-09
500822,2014-11-14
500822,2014-11-19
500822,2014-11-25
500822,2014-12-04
500822,2014-12-06
500822,2014-12-13
500822,2014-12-16
500822,2014-12-21
500822,2014-12-23
500822,2014-12-28
500822,2015-01-02
500822,2015-01-06
500822,2015-01-08
500822,2015-01-16
500822,2015-01-17
500822,2015-01-21
500822,2015-01-22
500822,2015-01-25
500822,2015-01-30
500822,2015-01-31
500822,2015-02-07
500822,2015-02-16
500822,2015-02-18
500822,2015-03-02
500822,2015-03-05
500822,2015-03-10
500822,2015-03-15
500822,2015-03-17
500822,2015-03-21
500822,2015-03-23
500822,2015-03-24
500822,2015-03-26
500822,2015-03-28
500822,2015-04-03
500822,2015-04-05
500822,2015-04-09
500822,2015-04-11
500822,2015-04-14
500822,2015-04-20
500822,2015-04-26
500822,2015-04-27
500822,2015-04-28
500822,2015-05-01
500822,2015-05-02
500822,2015-05-03
500822,2015-05-05
500822,2015-05-10
500822,2015-05-14
500822,2015-05-19
500822,2015-05-23
500822,2015-05-24
500822,2015-05-25
500822,2015-05-30
500822,2015-05-31
500822,2015-06-04
500822,2015-06-08
500822,2015-06-11
500822,2015-06-17
500822,2015-06-18
500822,2015-06-25
500822,2015-06-29
500822,2015-06-30
500822,2015-07-01
500822,2015-07-04
500822,2015-07-07
500822,2015-07-08
500822,2015-07-09
500822,2015-07-13
500822,2015-07-20
500822,2015-07-23
500822,2015-07-25
500822,2015-07-28
500822,2015-08-02
500822,2015-08-07
500822,2015-08-14
500822,2015-08-15
500822,2015-08-17
500822,2015-08-18
500822,2015-08-25
500822,2015-08-30
500822,2015-09-02
500822,2015-09-03
500822,2015-09-04
500822,2015-09-06
500822,2015-09-07
500822,2015-09-10
500822,2015-09-12
500822,2015-09-16
500822,2015-09-19
500822,2015-09-23
500822,2015-09-30
500822,2015-10-05
500822,2015-10-07
500822,2015-10-10
500822,2015-10-15
500822,2015-10-21
500822,2015-10-24
500822,2015-10-25
500822,2015-10-27
500822,2015-10-30
500822,2015-11-02
500822,2015-11-10
500822,2015-11-21
500822,2015-11-29
500822,2015-12-06
500822,2015-12-24
500822,2015-12-27
500822,2015-12-31
500822,2016-01-03
500822,2016-01-05
500822,2016-01-05
500822,2016-01-31
500822,2016-02-06
500822,2016-02-07
500822,2016-02-09
500822,2016-02-12
500822,2016-02-15
500822,2016-02-23
500822,2016-03-02
500822,2016-03-24
500822,2016-03-26
500822,2016-04-01
500822,2016-04-02
500822,2016-04-07
500822,2016-04-09
500822,2016-04-11
500822,2016-04-12
500822,2016-04-18
500822,2016-04-19
500822,2016-04-21
500822,2016-04-25
500822,2016-05-07
500822,2016-05-09
500822,2016-05-13
500822,2016-05-14
500822,2016-05-22
500822,2016-05-25
500822,2016-06-01
500822,2016-06-03
500822,2016-06-05
500822,2016-06-12
500822,2016-06-15
500822,2016-06-23
500822,2016-06-25
500822,2016-06-26
500822,2016-06-27
500822,2016-07-01
500822,2016-07-02
500822,2016-07-05
500822,2016-07-08
500822,2016-07-10
500822,2016-07-11
500822,2016-07-14
500822,2016-07-15
500822,2016-07-19
500822,2016-07-19
500822,2016-07-22
500822,2016-07-24
500822,2016-07-27
500822,2016-07-31
500822,2016-08-02
500822,2016-08-05
500822,2016-08-09
500822,2016-08-14
500822,2016-08-19
500822,2016-08-24
500822,2016-08-29
500822,2016-08-30
500822,2016-08-31
500822,2016-09-06
500822,2016-09-16
500822,2016-09-18
500822,2016-09-23
500822,2016-09-26
500822,2016-09-26
500822,2016-09-27
500822,2016-09-30
500822,2016-10-02
500822,2016-10-09
500822,2016-10-10
500822,2016-10-13
500822,2016-10-15
500822,2016-10-17
500822,2016-10-25
500822,2016-10-26
500822,2016-10-30
500822,2017-04-03
500822,2017-04-13
500822,2017-04-14
500822,2017-04-20
500822,2017-04-23
15287037,2016-10-12
15287037,2016-10-17
15287037,2016-10-20
15287037,2016-10-23
15287037,2016-10-28
15287037,2016-11-01
15287037,2016-11-06
15287037,2016-12-04
15287037,2017-01-02
15287037,2017-01-06
15287037,2017-02-16
15287037,2017-02-21
15287037,2017-02-26
15287037,2017-03-02
15287037,2017-03-18
15287037,2017-04-08
15287037,2017-05-08
17743304,2017-03-26
17743304,2017-03-27
17743304,2017-03-29
17743304,2017-04-11
17743304,2017-04-13
17743304,2017-04-15
17743304,2017-04-16
17743304,2017-04-21
17743304,2017-04-25
17743304,2017-04-26
17743304,2017-04-28
17743304,2017-05-03
17743304,2017-05-07
4002679,2014-09-22
4002679,2014-10-02
4002679,2014-10-06
4002679,2014-10-27
4002679,2014-11-01
4002679,2014-11-12
4002679,2015-02-16
4002679,2015-03-30
4002679,2015-04-06
4002679,2015-04-15
4002679,2015-04-17
4002679,2015-05-18
4002679,2015-05-19
4002679,2015-05-20
4002679,2015-05-23
4002679,2015-05-30
4002679,2015-05-31
4002679,2015-06-05
4002679,2015-06-07
4002679,2015-06-09
4002679,2015-06-10
4002679,2015-06-11
4002679,2015-06-16
4002679,2015-06-18
4002679,2015-06-23
4002679,2015-07-02
4002679,2015-07-05
4002679,2015-07-07
4002679,2015-07-14
4002679,2015-07-16
4002679,2015-07-17
4002679,2015-07-19
4002679,2015-07-24
4002679,2015-07-28
4002679,2015-08-03
4002679,2015-08-19
4002679,2015-09-12
4002679,2015-09-18
4002679,2015-09-21
4002679,2015-09-25
4002679,2015-09-27
4002679,2015-09-28
4002679,2015-09-29
4002679,2015-09-30
4002679,2015-10-02
4002679,2015-10-06
